Kabupaten/Kota;Status Kabupaten/Kota;Kecamatan;Desa/Kelurahan;Status Desa/Kelurahan
Karo;Kabupaten;Tigapanah;Suka;Desa
Karo;Kabupaten;Tigapanah;Sukadame;Desa
Karo;Kabupaten;Tigapanah;Sukamaju;Desa
Karo;Kabupaten;Tigapanah;Suka Mbayak;Desa
Karo;Kabupaten;Tigapanah;Suka Sipilihen;Desa
Karo;Kabupaten;Tigapanah;Sukameriah;Desa
Karo;Kabupaten;Tigapanah;Tigapanah;Desa
Labuhanbatu;Kabupaten;Bilah Barat;Bandar Kumbul;Desa
Labuhanbatu;Kabupaten;Bilah Barat;Janji;Desa
Labuhanbatu;Kabupaten;Bilah Barat;Kampung Baru;Desa
Labuhanbatu;Kabupaten;Bilah Barat;Perkebunan Aek Buru Selatan;Desa
Labuhanbatu;Kabupaten;Bilah Barat;Perkebunan Afdeling I Rantau Prapat;Desa
Labuhanbatu;Kabupaten;Bilah Barat;Perkebunan Afdeling II Rantau Prapat;Desa
Labuhanbatu;Kabupaten;Bilah Barat;Sibargot;Desa
Labuhanbatu;Kabupaten;Bilah Barat;Tanjung Medan;Desa
Labuhanbatu;Kabupaten;Bilah Barat;Tebing Linggahara;Desa
Labuhanbatu;Kabupaten;Bilah Barat;Tebing Linggahara Baru;Desa
Labuhanbatu;Kabupaten;Bilah Hilir;Kampung Bilah;Desa
Labuhanbatu;Kabupaten;Bilah Hilir;Negeri Lama Seberang;Desa
Labuhanbatu;Kabupaten;Bilah Hilir;Perkebunan Bilah;Desa
Labuhanbatu;Kabupaten;Bilah Hilir;Perkebunan Negeri Lama;Desa
Labuhanbatu;Kabupaten;Bilah Hilir;Perkebunan Sennah;Desa
Labuhanbatu;Kabupaten;Bilah Hilir;Sei Kasih;Desa
Labuhanbatu;Kabupaten;Bilah Hilir;Sei Tampang;Desa
Labuhanbatu;Kabupaten;Bilah Hilir;Sei Tarolat;Desa
Labuhanbatu;Kabupaten;Bilah Hilir;Selat Besar;Desa
Labuhanbatu;Kabupaten;Bilah Hilir;Sidomulyo;Desa
Labuhanbatu;Kabupaten;Bilah Hilir;Tanjung Haloban;Desa
Labuhanbatu;Kabupaten;Bilah Hilir;Negeri Lama;Kelurahan
Labuhanbatu;Kabupaten;Bilah Hilir;Negeri Baru;Kelurahan
Labuhanbatu;Kabupaten;Bilah Hulu;Bandar Tinggi;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;Emplasmen Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;Gunung Selamat;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;Kampung Dalam;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;Lingga Tiga;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;Meranti;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;N-8 Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;N-2 Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;N-4 Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;N-6 Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;N-5 Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;N-1 Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;N-3 Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;N-7 Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;Pematang Seleng;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;Perbaungan;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;Pondok Batu;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;S Dua Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;S Empat Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;S Enam Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;S Lima Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;S Satu Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;S Tiga Aek Nabara;Desa
Labuhanbatu;Kabupaten;Bilah Hulu;Tanjung Siram;Desa
Labuhanbatu;Kabupaten;Pangkatan;Kampung Padang;Desa
Labuhanbatu;Kabupaten;Pangkatan;Kampung Pangkatan;Desa
Labuhanbatu;Kabupaten;Pangkatan;Kampung Sennah;Desa
Labuhanbatu;Kabupaten;Pangkatan;Perkebunan Pangkatan;Desa
Labuhanbatu;Kabupaten;Pangkatan;Sidorukun;Desa
Labuhanbatu;Kabupaten;Pangkatan;Tanjung Harapan;Desa
Labuhanbatu;Kabupaten;Pangkatan;Tebing Tinggi Pangkatan;Desa
Labuhanbatu;Kabupaten;Panai Hilir;Sei Baru;Desa
Labuhanbatu;Kabupaten;Panai Hilir;Sei Lumut;Desa
Labuhanbatu;Kabupaten;Panai Hilir;Sei Penggantungan;Desa
Labuhanbatu;Kabupaten;Panai Hilir;Sei Sakat;Desa
Labuhanbatu;Kabupaten;Panai Hilir;Sei Sanggul;Desa
Labuhanbatu;Kabupaten;Panai Hilir;Sei Tawar;Desa
Labuhanbatu;Kabupaten;Panai Hilir;Wonosari;Desa
Labuhanbatu;Kabupaten;Panai Hilir;Sei Berombang;Kelurahan
Labuhanbatu;Kabupaten;Panai Hulu;Cinta Makmur;Desa
Labuhanbatu;Kabupaten;Panai Hulu;Meranti Paham;Desa
Labuhanbatu;Kabupaten;Panai Hulu;Perkebunan IV Ajamu;Desa
Labuhanbatu;Kabupaten;Panai Hulu;Sei Jawi Jawi;Desa
Labuhanbatu;Kabupaten;Panai Hulu;Sei Sentosa;Desa
Labuhanbatu;Kabupaten;Panai Hulu;Tanjung Sarang Elang;Desa
Labuhanbatu;Kabupaten;Panai Hulu;Teluk Sentosa;Desa
Labuhanbatu;Kabupaten;Panai Tengah;Bagan Bilah;Desa
Labuhanbatu;Kabupaten;Panai Tengah;Pasar Tiga;Desa
Labuhanbatu;Kabupaten;Panai Tengah;Sei Merdeka;Desa
Labuhanbatu;Kabupaten;Panai Tengah;Sei Nahodaris;Desa
Labuhanbatu;Kabupaten;Panai Tengah;Sei Plancang;Desa
Labuhanbatu;Kabupaten;Panai Tengah;Sei Rakyat;Desa
Labuhanbatu;Kabupaten;Panai Tengah;Sei Siarti;Desa
Labuhanbatu;Kabupaten;Panai Tengah;Selat Beting;Desa
Labuhanbatu;Kabupaten;Panai Tengah;Telaga Suka;Desa
Labuhanbatu;Kabupaten;Panai Tengah;Labuhan Bilik;Kelurahan
Labuhanbatu;Kabupaten;Rantau Utara;Aek Paing;Kelurahan
Labuhanbatu;Kabupaten;Rantau Utara;Bina Raga;Kelurahan
Labuhanbatu;Kabupaten;Rantau Utara;Cendana;Kelurahan
Labuhanbatu;Kabupaten;Rantau Utara;Kartini;Kelurahan
Labuhanbatu;Kabupaten;Rantau Utara;Padang Bulan;Kelurahan
Labuhanbatu;Kabupaten;Rantau Utara;Padang Matinggi;Kelurahan
Labuhanbatu;Kabupaten;Rantau Utara;Pulo Padang;Kelurahan
Labuhanbatu;Kabupaten;Rantau Utara;Rantau Prapat;Kelurahan
Labuhanbatu;Kabupaten;Rantau Utara;Sirandorung;Kelurahan
Labuhanbatu;Kabupaten;Rantau Utara;Siringo-ringo;Kelurahan
Labuhanbatu;Kabupaten;Rantau Selatan;Bakaran Batu;Kelurahan
Labuhanbatu;Kabupaten;Rantau Selatan;Danobale;Kelurahan
Labuhanbatu;Kabupaten;Rantau Selatan;Lobu Sona;Kelurahan
Labuhanbatu;Kabupaten;Rantau Selatan;Perdamean;Kelurahan
Labuhanbatu;Kabupaten;Rantau Selatan;Sidorejo;Kelurahan
Labuhanbatu;Kabupaten;Rantau Selatan;Sigambal;Kelurahan
Labuhanbatu;Kabupaten;Rantau Selatan;Sioldengan;Kelurahan
Labuhanbatu;Kabupaten;Rantau Selatan;Ujung Bandar;Kelurahan
Labuhanbatu;Kabupaten;Rantau Selatan;Ujung Kompas;Kelurahan
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Air Merah;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Kebun Teluk Panji;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Pekan Tolan;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Perkebunan Batang Seponggol;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Perkebunan Perlabian;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Perkebunan Teluk Panji;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Perkebunan Tolan I/II;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Perlabian;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Tanjung Medan;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Tanjung Mulia;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Tanjung Selamat;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Teluk Panji I;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Teluk Panji II;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Teluk Panji III;Desa
Labuhanbatu Selatan;Kabupaten;Kampung Rakyat;Teluk Panji IV;Desa
Labuhanbatu Selatan;Kabupaten;Kotapinang;Hadundung;Desa
Labuhanbatu Selatan;Kabupaten;Kotapinang;Mampang;Desa
Labuhanbatu Selatan;Kabupaten;Kotapinang;Pasir Tuntung;Desa
Labuhanbatu Selatan;Kabupaten;Kotapinang;Perkebunan Nagodang;Desa
Labuhanbatu Selatan;Kabupaten;Kotapinang;Perkebunan Normark;Desa
Labuhanbatu Selatan;Kabupaten;Kotapinang;Perkebunan Sei Rumbia;Desa
Labuhanbatu Selatan;Kabupaten;Kotapinang;Simatahari;Desa
Labuhanbatu Selatan;Kabupaten;Kotapinang;Sisumut;Desa
Labuhanbatu Selatan;Kabupaten;Kotapinang;Sosopan;Desa
Labuhanbatu Selatan;Kabupaten;Kotapinang;Kotapinang;Kelurahan
Labuhanbatu Selatan;Kabupaten;Sungai Kanan;Batang Nadenggan;Desa
Labuhanbatu Selatan;Kabupaten;Sungai Kanan;Hajoran;Desa
Labuhanbatu Selatan;Kabupaten;Sungai Kanan;Huta Godang;Desa
Labuhanbatu Selatan;Kabupaten;Sungai Kanan;Marsonja;Desa
Labuhanbatu Selatan;Kabupaten;Sungai Kanan;Parimburan;Desa
Labuhanbatu Selatan;Kabupaten;Sungai Kanan;Sabungan;Desa
Labuhanbatu Selatan;Kabupaten;Sungai Kanan;Sampean;Desa
Labuhanbatu Selatan;Kabupaten;Sungai Kanan;Ujung Gading;Desa
Labuhanbatu Selatan;Kabupaten;Sungai Kanan;Langga Payung;Kelurahan
Labuhanbatu Selatan;Kabupaten;Silangkitang;Aek Goti;Desa
Labuhanbatu Selatan;Kabupaten;Silangkitang;Binanga Dua;Desa
Labuhanbatu Selatan;Kabupaten;Silangkitang;Mandala Sena;Desa
Labuhanbatu Selatan;Kabupaten;Silangkitang;Rintis;Desa
Labuhanbatu Selatan;Kabupaten;Silangkitang;Suka Dame;Desa
Labuhanbatu Selatan;Kabupaten;Silangkitang;Ulumahuam;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Aek Batu;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Aek Raso;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Asam Jawa;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Bangai;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Beringin Jaya;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Bukit Tujuh;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Bunut;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Pangarungan;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Pinang Dame;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Rasau;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Sungai Meranti;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Teluk Rampah;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Torgamba;Desa
Labuhanbatu Selatan;Kabupaten;Torgamba;Torganda;Desa
Labuhanbatu Utara;Kabupaten;Aek Kuo;Aek Korsik;Desa
Labuhanbatu Utara;Kabupaten;Aek Kuo;Bandar Selamat;Desa
Labuhanbatu Utara;Kabupaten;Aek Kuo;Perkebunan Padang Halaban;Desa
Labuhanbatu Utara;Kabupaten;Aek Kuo;Perkebunan Panigoran;Desa
Labuhanbatu Utara;Kabupaten;Aek Kuo;Sidomulyo;Desa
Labuhanbatu Utara;Kabupaten;Aek Kuo;Karang Anyar;Desa
Labuhanbatu Utara;Kabupaten;Aek Kuo;Padang Maninjau;Desa
Labuhanbatu Utara;Kabupaten;Aek Kuo;Purworejo;Desa
Labuhanbatu Utara;Kabupaten;Aek Natas;Adian Torop;Desa
Labuhanbatu Utara;Kabupaten;Aek Natas;Kampung Yaman;Desa
Labuhanbatu Utara;Kabupaten;Aek Natas;Pangkalan;Desa
Labuhanbatu Utara;Kabupaten;Aek Natas;Perkebunan Aek Pamingke;Desa
Labuhanbatu Utara;Kabupaten;Aek Natas;Perkebunan Halim B;Desa
Labuhanbatu Utara;Kabupaten;Aek Natas;Poldung;Desa
Labuhanbatu Utara;Kabupaten;Aek Natas;Rombisan;Desa
Labuhanbatu Utara;Kabupaten;Aek Natas;Sibito;Desa
Labuhanbatu Utara;Kabupaten;Aek Natas;Simonis;Desa
Labuhanbatu Utara;Kabupaten;Aek Natas;Terang Bulan;Desa
Labuhanbatu Utara;Kabupaten;Aek Natas;Ujung Padang;Desa
Labuhanbatu Utara;Kabupaten;Aek Natas;Bandar Durian;Kelurahan
Labuhanbatu Utara;Kabupaten;Kualuh Hilir;Kuala Bangka;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hilir;Sungai Apung;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hilir;Sungai Sentang;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hilir;Tanjung Mangedar;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hilir;Teluk Binjai;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hilir;Teluk Piai;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hilir;Kampung Mesjid;Kelurahan
Labuhanbatu Utara;Kabupaten;Kualuh Hulu;Kuala Beringin;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hulu;Parpaudangan;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hulu;Perkebunan Hanna;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hulu;Perkebunan Kanopan Ulu;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hulu;Perkebunan Labuhan Haji;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hulu;Perkebunan Londut;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hulu;Perkebunan Membang Muda;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hulu;Pulo Dogom;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hulu;Sono Martani;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hulu;Suka Rame;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hulu;Suka Rame Baru;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Hulu;Aek Kanopan;Kelurahan
Labuhanbatu Utara;Kabupaten;Kualuh Hulu;Aek Kanopan Timur;Kelurahan
Labuhanbatu Utara;Kabupaten;Kualuh Leidong;Air Hitam;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Leidong;Kelapa Sebatang;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Leidong;Pangkalan Lunang;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Leidong;Simandulang;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Leidong;Teluk Pulai Dalam;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Leidong;Teluk Pulai Luar;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Leidong;Tanjung Leidong;Kelurahan
Labuhanbatu Utara;Kabupaten;Kualuh Selatan;Bandar Lama;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Selatan;Damuli Pekan;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Selatan;Gunung Melayu;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Selatan;Hasang;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Selatan;Lobu Huala;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Selatan;Perkebunan Damuli;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Selatan;Sialang Taji;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Selatan;Siamporik;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Selatan;Sidua Dua;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Selatan;Simangalam;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Selatan;Tanjung Pasir;Desa
Labuhanbatu Utara;Kabupaten;Kualuh Selatan;Gunting Saga;Kelurahan
Labuhanbatu Utara;Kabupaten;Marbau;Aek Hitetoras;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Aek Tapa;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Babussalam;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Belongkut;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Bulungihit;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Lobu Rampah;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Marbau Selatan;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Perkebunan Brussel;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Perkebunan Marbau Selatan;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Perkebunan Milano;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Perkebunan Pernantian;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Pulo Bargot;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Simpang Empat;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Sipare Pare Hilir;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Sipare Pare Tengah;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Sumber Mulyo;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Tubiran;Desa
Labuhanbatu Utara;Kabupaten;Marbau;Marbau;Kelurahan
Labuhanbatu Utara;Kabupaten;Na IX-X;Bangun Rejo;Desa
Labuhanbatu Utara;Kabupaten;Na IX-X;Batu Tunggal;Desa
Labuhanbatu Utara;Kabupaten;Na IX-X;Hatapang;Desa
Labuhanbatu Utara;Kabupaten;Na IX-X;Kampung Pajak;Desa
Labuhanbatu Utara;Kabupaten;Na IX-X;Meranti Omas;Desa
Labuhanbatu Utara;Kabupaten;Na IX-X;Pasang Lela;Desa
Labuhanbatu Utara;Kabupaten;Na IX-X;Pematang;Desa
Labuhanbatu Utara;Kabupaten;Na IX-X;Perkebunan Berangir;Desa
Labuhanbatu Utara;Kabupaten;Na IX-X;Pulo Jantan;Desa
Labuhanbatu Utara;Kabupaten;Na IX-X;Silumajang;Desa
Labuhanbatu Utara;Kabupaten;Na IX-X;Simpang Marbau;Desa
Labuhanbatu Utara;Kabupaten;Na IX-X;Sungai Raja;Desa
Labuhanbatu Utara;Kabupaten;Na IX-X;Aek Kota Batu;Kelurahan
Langkat;Kabupaten;Babalan;Pelawi Selatan;Desa
Langkat;Kabupaten;Babalan;Securai Selatan;Desa
Langkat;Kabupaten;Babalan;Securai Utara;Desa
Langkat;Kabupaten;Babalan;Teluk Meku;Desa
Langkat;Kabupaten;Babalan;Brandan Barat;Kelurahan
Langkat;Kabupaten;Babalan;Brandan Timur;Kelurahan
Langkat;Kabupaten;Babalan;Brandan Timur Baru;Kelurahan
Langkat;Kabupaten;Babalan;Pelawi Utara;Kelurahan
Langkat;Kabupaten;Bahorok;Batu Jongjong;Desa
Langkat;Kabupaten;Bahorok;Empus;Desa
Langkat;Kabupaten;Bahorok;Lau Damak;Desa
Langkat;Kabupaten;Bahorok;Musam Pembangunan;Desa
Langkat;Kabupaten;Bahorok;Perkebunan Bukit Lawang;Desa
Langkat;Kabupaten;Bahorok;Perkebunan Bungara;Desa
Langkat;Kabupaten;Bahorok;Perkebunan Pulau Rambung;Desa
Langkat;Kabupaten;Bahorok;Perkebunan Sei Musam;Desa
Langkat;Kabupaten;Bahorok;Perkebunan Turangi;Desa
Langkat;Kabupaten;Bahorok;Sampe Raya;Desa
Langkat;Kabupaten;Bahorok;Sei Musam Kendit;Desa
Langkat;Kabupaten;Bahorok;Sematar;Desa
Langkat;Kabupaten;Bahorok;Simpang Pulau Rambung;Desa
Langkat;Kabupaten;Bahorok;Sukarayat;Desa
Langkat;Kabupaten;Bahorok;Tanjung Lenggang;Desa
Langkat;Kabupaten;Bahorok;Timbang Jaya;Desa
Langkat;Kabupaten;Bahorok;Timbang Lawan;Desa
Langkat;Kabupaten;Bahorok;Ujung Bandar;Desa
Langkat;Kabupaten;Bahorok;Pekan Bahorok;Kelurahan
Langkat;Kabupaten;Batang Serangan;Karya Jadi;Desa
Langkat;Kabupaten;Batang Serangan;Kwala Musam;Desa
Langkat;Kabupaten;Batang Serangan;Namu Sialang;Desa
Langkat;Kabupaten;Batang Serangan;Paluh Pakih Babussalam;Desa
Langkat;Kabupaten;Batang Serangan;Sei Bamban;Desa
Langkat;Kabupaten;Batang Serangan;Sei Musam;Desa
Langkat;Kabupaten;Batang Serangan;Sei Serdang;Desa
Langkat;Kabupaten;Batang Serangan;Batang Serangan;Kelurahan
Langkat;Kabupaten;Brandan Barat;Kelantan;Desa
Langkat;Kabupaten;Brandan Barat;Lubuk Kasih;Desa
Langkat;Kabupaten;Brandan Barat;Lubuk Kertang;Desa
Langkat;Kabupaten;Brandan Barat;Perlis;Desa
Langkat;Kabupaten;Brandan Barat;Sei Tualang;Desa
Langkat;Kabupaten;Brandan Barat;Pangkalan Batu;Kelurahan
Langkat;Kabupaten;Brandan Barat;Tangkahan Durian;Kelurahan
Langkat;Kabupaten;Besitang;Bukit Mas;Desa
Langkat;Kabupaten;Besitang;Bukit Selamat;Desa
Langkat;Kabupaten;Besitang;Halaban;Desa
Langkat;Kabupaten;Besitang;Pir ADB Besitang;Desa
Langkat;Kabupaten;Besitang;Sekoci;Desa
Langkat;Kabupaten;Besitang;Suka Jaya;Desa
Langkat;Kabupaten;Besitang;Bukit Kubu;Kelurahan
Langkat;Kabupaten;Besitang;Kampung Lama;Kelurahan
Langkat;Kabupaten;Besitang;Pekan Besitang;Kelurahan
Langkat;Kabupaten;Binjai;Perdamean;Desa
Langkat;Kabupaten;Binjai;Sabi Rejo;Desa
Langkat;Kabupaten;Binjai;Sendang Rejo;Desa
Langkat;Kabupaten;Binjai;Sido Mulyo;Desa
Langkat;Kabupaten;Binjai;Suka Makmur;Desa
Langkat;Kabupaten;Binjai;Tanjung Jati;Desa
Langkat;Kabupaten;Binjai;Kwala Begumit;Kelurahan
Langkat;Kabupaten;Gebang;Air Hitam;Desa
Langkat;Kabupaten;Gebang;Bukit Mengkirai;Desa
Langkat;Kabupaten;Gebang;Dogang;Desa
Langkat;Kabupaten;Gebang;Kwala Gebang;Desa
Langkat;Kabupaten;Gebang;Padang Langkat;Desa
Langkat;Kabupaten;Gebang;Paluh Manis;Desa
Langkat;Kabupaten;Gebang;Pasar Rawa;Desa
Langkat;Kabupaten;Gebang;Pasiran;Desa
Langkat;Kabupaten;Gebang;Paya Bengkuang;Desa
Langkat;Kabupaten;Gebang;Sangga Lima Perkebunan Serap;Desa
Langkat;Kabupaten;Gebang;Pekan Gebang;Kelurahan
Langkat;Kabupaten;Hinai;Batu Melenggang;Desa
Langkat;Kabupaten;Hinai;Baru Pasar 8;Desa
Langkat;Kabupaten;Hinai;Cempa;Desa
Langkat;Kabupaten;Hinai;Hinai Kanan;Desa
Langkat;Kabupaten;Hinai;Muka Paya;Desa
Langkat;Kabupaten;Hinai;Paya Rengas;Desa
Langkat;Kabupaten;Hinai;Perkebunan Tanjung Beringin;Desa
Langkat;Kabupaten;Hinai;Suka Damai;Desa
Langkat;Kabupaten;Hinai;Suka Damai Timur;Desa
Langkat;Kabupaten;Hinai;Suka Jadi;Desa
Langkat;Kabupaten;Hinai;Tamaran;Desa
Langkat;Kabupaten;Hinai;Tanjung Mulia;Desa
Langkat;Kabupaten;Hinai;Kebun Lada;Kelurahan
Langkat;Kabupaten;Kuala;Balai Kasih;Desa
Langkat;Kabupaten;Kuala;Bekiung;Desa
Langkat;Kabupaten;Kuala;Beruam;Desa
Langkat;Kabupaten;Kuala;Besadi;Desa
Langkat;Kabupaten;Kuala;Blangkahan;Desa
Langkat;Kabupaten;Kuala;Dalam Daman;Desa
Langkat;Kabupaten;Kuala;Garunggang;Desa
Langkat;Kabupaten;Kuala;Namo Mbelin;Desa
Langkat;Kabupaten;Kuala;Parit Bindu;Desa
Langkat;Kabupaten;Kuala;Perkebunan Bekiun;Desa
Langkat;Kabupaten;Kuala;Raja Tengah;Desa
Langkat;Kabupaten;Kuala;Sei Penjara;Desa
Langkat;Kabupaten;Kuala;Sido Makmur;Desa
Langkat;Kabupaten;Kuala;Suka Damai;Desa
Langkat;Kabupaten;Kuala;Bela Rakyat;Kelurahan
Langkat;Kabupaten;Kuala;Pekan Kuala;Kelurahan
Langkat;Kabupaten;Kutambaru;Kaperas;Desa
Langkat;Kabupaten;Kutambaru;Kutagajah;Desa
Langkat;Kabupaten;Kutambaru;Kutambaru;Desa
Langkat;Kabupaten;Kutambaru;Namoteras;Desa
Langkat;Kabupaten;Kutambaru;Perkebunan Marikie;Desa
Langkat;Kabupaten;Kutambaru;Perkebunan Namotongan;Desa
Langkat;Kabupaten;Kutambaru;Rampah;Desa
Langkat;Kabupaten;Kutambaru;Sulkam;Desa
Langkat;Kabupaten;Padang Tualang;Banjar Jaya;Desa
Langkat;Kabupaten;Padang Tualang;Besilam;Desa
Langkat;Kabupaten;Padang Tualang;Bukit Sari;Desa
Langkat;Kabupaten;Padang Tualang;Buluh Telang;Desa
Langkat;Kabupaten;Padang Tualang;Jati Sari;Desa
Langkat;Kabupaten;Padang Tualang;Kuala Besilam;Desa
Langkat;Kabupaten;Padang Tualang;Padang Tualang;Desa
Langkat;Kabupaten;Padang Tualang;Serapuh ABC;Desa
Langkat;Kabupaten;Padang Tualang;Suka Ramai;Desa
Langkat;Kabupaten;Padang Tualang;Tanjung Putus;Desa
Langkat;Kabupaten;Padang Tualang;Tebing Tanjung Selamat;Desa
Langkat;Kabupaten;Padang Tualang;Tanjung Selamat;Kelurahan
Langkat;Kabupaten;Pangkalan Susu;Alur Cempedak;Desa
Langkat;Kabupaten;Pangkalan Susu;Pangkalan Siata;Desa
Langkat;Kabupaten;Pangkalan Susu;Paya Tampak;Desa
Langkat;Kabupaten;Pangkalan Susu;Pintu Air;Desa
Langkat;Kabupaten;Pangkalan Susu;Pulau Kampai;Desa
Langkat;Kabupaten;Pangkalan Susu;Pulau Sembilan;Desa
Langkat;Kabupaten;Pangkalan Susu;Sungai Meran;Desa
Langkat;Kabupaten;Pangkalan Susu;Sungai Siur;Desa
Langkat;Kabupaten;Pangkalan Susu;Tanjung Pasir;Desa
Langkat;Kabupaten;Pangkalan Susu;Beras Basah;Kelurahan
Langkat;Kabupaten;Pangkalan Susu;Bukit Jengkol;Kelurahan
Langkat;Kabupaten;Pematang Jaya;Damar Condong;Desa
Langkat;Kabupaten;Pematang Jaya;Limau Mungkur;Desa
Langkat;Kabupaten;Pematang Jaya;Pematang Tengah;Desa
