Kabupaten/Kota;Status Kabupaten/Kota;Kecamatan;Desa/Kelurahan;Status Desa/Kelurahan
Deli Serdang;Kabupaten;Namorambe;Silue Lue;Desa
Deli Serdang;Kabupaten;Namorambe;Sudi Rejo;Desa
Deli Serdang;Kabupaten;Namorambe;Suka Mulia Hilir;Desa
Deli Serdang;Kabupaten;Namorambe;Suka Mulia Hulu;Desa
Deli Serdang;Kabupaten;Namorambe;Tangkahan;Desa
Deli Serdang;Kabupaten;Namorambe;Tanjung Selamat;Desa
Deli Serdang;Kabupaten;Namorambe;Timbang Lawan;Desa
Deli Serdang;Kabupaten;Namorambe;Ujung Labuhen;Desa
Deli Serdang;Kabupaten;Namorambe;Uruk Gedang;Desa
Humbang Hasundutan;Kabupaten;Baktiraja;Marbun Tonga Marbun Dolok;Desa
Humbang Hasundutan;Kabupaten;Baktiraja;Marbun Toruan;Desa
Humbang Hasundutan;Kabupaten;Baktiraja;Simamora;Desa
Humbang Hasundutan;Kabupaten;Baktiraja;Simangulampe;Desa
Humbang Hasundutan;Kabupaten;Baktiraja;Sinambela;Desa
Humbang Hasundutan;Kabupaten;Baktiraja;Siunong-Unong Julu;Desa
Humbang Hasundutan;Kabupaten;Baktiraja;Tipang;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Aek Lung;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Bonani Onan;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Huta Gurgur;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Hutabagasan;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Hutaraja;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Janji;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Lumban Purba;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Lumban Tobing;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Matiti I;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Matiti II;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Pakkat;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Parik Sinomba;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Pasaribu;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Purba Dolok;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Purba Manalu;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Saitnihuta;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Sampean;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Sihite I;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Sihite II;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Silaga-Laga;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Sileang;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Simangaronsang;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Simarigung;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Sirisirisi;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Sosor Gonting;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Sosor Tambok;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Sosortolong Sihite III;Desa
Humbang Hasundutan;Kabupaten;Dolok Sanggul;Pasar Dolok Sanggul;Kelurahan
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Bonan Dolok;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Dolok Margu;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Habeahan;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Hutasoit;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Hutasoit II;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Lobu Tua;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Naga Saribu I;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Naga Saribu II;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Naga Saribu III;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Naga Saribu IV;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Naga Saribu V;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Pargaulan;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Parulohan;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Sibuntuon Parpea;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Sibuntuon Partur;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Sigompul;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Sigumpar;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Siponjot;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Sitio II;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Sitolu Bahal;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Tapian Nauli;Desa
Humbang Hasundutan;Kabupaten;Lintong Nihuta;Siharjulu;Desa
Humbang Hasundutan;Kabupaten;Onan Ganjang;Aek Godang;Desa
Humbang Hasundutan;Kabupaten;Onan Ganjang;Batu Nagodang Siatas;Desa
Humbang Hasundutan;Kabupaten;Onan Ganjang;Hutajulu;Desa
Humbang Hasundutan;Kabupaten;Onan Ganjang;Janji Nagodang;Desa
Humbang Hasundutan;Kabupaten;Onan Ganjang;Onan Ganjang;Desa
Humbang Hasundutan;Kabupaten;Onan Ganjang;Parbotihan;Desa
Humbang Hasundutan;Kabupaten;Onan Ganjang;Parnapa;Desa
Humbang Hasundutan;Kabupaten;Onan Ganjang;Sampetua;Desa
Humbang Hasundutan;Kabupaten;Onan Ganjang;Sanggaran II;Desa
Humbang Hasundutan;Kabupaten;Onan Ganjang;Sibuluan;Desa
Humbang Hasundutan;Kabupaten;Onan Ganjang;Sigalogo;Desa
Humbang Hasundutan;Kabupaten;Onan Ganjang;Sihikkit;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Ambobi Paranginan;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Banuarea;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Hauagong;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Karya;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Lumban Tonga-Tonga;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Manalu;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Pakkat Hauagong;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Panggugunan;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Parmonangan;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Peadungdung;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Pulo Godang;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Purba Baringin;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Purba Bersatu;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Purba Sianjur;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Rura Aek Sopang;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Rura Tanjung;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Siambaton;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Siambaton Pahae;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Sijarango;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Sijarango I;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Sipagabu;Desa
Humbang Hasundutan;Kabupaten;Pakkat;Tukka Dolok;Desa
Humbang Hasundutan;Kabupaten;Paranginan;Lobu Tolong;Desa
Humbang Hasundutan;Kabupaten;Paranginan;Lobu Tolong I;Desa
Humbang Hasundutan;Kabupaten;Paranginan;Lumban Barat;Desa
Humbang Hasundutan;Kabupaten;Paranginan;Lumban Sialaman;Desa
Humbang Hasundutan;Kabupaten;Paranginan;Lumban Sianturi;Desa
Humbang Hasundutan;Kabupaten;Paranginan;Paranginan Selatan;Desa
Humbang Hasundutan;Kabupaten;Paranginan;Paranginan Utara;Desa
Humbang Hasundutan;Kabupaten;Paranginan;Pearung;Desa
Humbang Hasundutan;Kabupaten;Paranginan;Pearung Silali;Desa
Humbang Hasundutan;Kabupaten;Paranginan;Siborutorop;Desa
Humbang Hasundutan;Kabupaten;Paranginan;Sihonongan;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Baringin;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Baringin Natam;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Janji Hutanapa;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Pusuk I;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Pusuk II Simaninggir;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sihotang Hasugian Dolok I;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sihotang Hasugian Dolok II;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sihotang Hasugian Habinsaran;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sihotang Hasugian Tonga;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Simataniari;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sionom Hudon Julu;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sionom Hudon Runggu;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sionom Hudon Selatan;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sionom Hudon Sibulbulon;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sionom Hudon Timur;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sionom Hudon Timur II;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sionom Hudon Tonga;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sionom Hudon Toruan;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sionom Hudon Utara;Desa
Humbang Hasundutan;Kabupaten;Parlilitan;Sionom Hudon VII;Desa
Humbang Hasundutan;Kabupaten;Pollung;Aek Nauli I;Desa
Humbang Hasundutan;Kabupaten;Pollung;Aek Nauli II;Desa
Humbang Hasundutan;Kabupaten;Pollung;Huta Julu;Desa
Humbang Hasundutan;Kabupaten;Pollung;Huta Paung;Desa
Humbang Hasundutan;Kabupaten;Pollung;Huta Paung Utara;Desa
Humbang Hasundutan;Kabupaten;Pollung;Pandumaan;Desa
Humbang Hasundutan;Kabupaten;Pollung;Pansur Batu;Desa
Humbang Hasundutan;Kabupaten;Pollung;Pandumaan;Desa
Humbang Hasundutan;Kabupaten;Pollung;Parsingguran I;Desa
Humbang Hasundutan;Kabupaten;Pollung;Parsingguran II;Desa
Humbang Hasundutan;Kabupaten;Pollung;Pollung;Desa
Humbang Hasundutan;Kabupaten;Pollung;Ria-Ria;Desa
Humbang Hasundutan;Kabupaten;Pollung;Sipitu Huta;Desa
Humbang Hasundutan;Kabupaten;Sijama Polang;Batu Nagajar;Desa
Humbang Hasundutan;Kabupaten;Sijama Polang;Bonan Dolok I;Desa
Humbang Hasundutan;Kabupaten;Sijama Polang;Bonan Dolok II;Desa
Humbang Hasundutan;Kabupaten;Sijama Polang;Hutaginjang;Desa
Humbang Hasundutan;Kabupaten;Sijama Polang;Sanggaran I;Desa
Humbang Hasundutan;Kabupaten;Sijama Polang;Nagurguran;Desa
Humbang Hasundutan;Kabupaten;Sijama Polang;Siborboron;Desa
Humbang Hasundutan;Kabupaten;Sijama Polang;Sibuntuon;Desa
Humbang Hasundutan;Kabupaten;Sijama Polang;Sigulok;Desa
Humbang Hasundutan;Kabupaten;Sijama Polang;Sitapongan;Desa
Humbang Hasundutan;Kabupaten;Tara Bintang;Marpadan;Desa
Humbang Hasundutan;Kabupaten;Tara Bintang;Mungkur;Desa
Humbang Hasundutan;Kabupaten;Tara Bintang;Sibongkare;Desa
Humbang Hasundutan;Kabupaten;Tara Bintang;Sibongkare Sianju;Desa
Humbang Hasundutan;Kabupaten;Tara Bintang;Sihombu;Desa
Humbang Hasundutan;Kabupaten;Tara Bintang;Sihotang Hasugian Toruan;Desa
Humbang Hasundutan;Kabupaten;Tara Bintang;Simbara;Desa
Humbang Hasundutan;Kabupaten;Tara Bintang;Sitanduk;Desa
Humbang Hasundutan;Kabupaten;Tara Bintang;Tarabintang;Desa
Karo;Kabupaten;Barusjahe;Barus Julu;Desa
Karo;Kabupaten;Barusjahe;Barusjahe;Desa
Karo;Kabupaten;Barusjahe;Bulan Jahe;Desa
Karo;Kabupaten;Barusjahe;Bulan Julu;Desa
Karo;Kabupaten;Barusjahe;Paribun;Desa
Karo;Kabupaten;Barusjahe;Penampen;Desa
Karo;Kabupaten;Barusjahe;Persadanta;Desa
Karo;Kabupaten;Barusjahe;Pertumbuken;Desa
Karo;Kabupaten;Barusjahe;Rumamis;Desa
Karo;Kabupaten;Barusjahe;Sarimanis;Desa
Karo;Kabupaten;Barusjahe;Semangat;Desa
Karo;Kabupaten;Barusjahe;Serdang;Desa
Karo;Kabupaten;Barusjahe;Sikab;Desa
Karo;Kabupaten;Barusjahe;Sinaman;Desa
Karo;Kabupaten;Barusjahe;Sukajulu;Desa
Karo;Kabupaten;Barusjahe;Sukanalu;Desa
Karo;Kabupaten;Barusjahe;Talimbaru;Desa
Karo;Kabupaten;Barusjahe;Tangkidik;Desa
Karo;Kabupaten;Barusjahe;Tanjung Barus;Desa
Karo;Kabupaten;Berastagi;Daulu;Desa
Karo;Kabupaten;Berastagi;Gurusinga;Desa
Karo;Kabupaten;Berastagi;Lau Gumba;Desa
Karo;Kabupaten;Berastagi;Raya;Desa
Karo;Kabupaten;Berastagi;Rumah Berastagi;Desa
Karo;Kabupaten;Berastagi;Sempajaya;Desa
Karo;Kabupaten;Berastagi;Gundaling I;Kelurahan
Karo;Kabupaten;Berastagi;Gundaling Ii;Kelurahan
Karo;Kabupaten;Berastagi;Tambak Lau Mulgap I;Kelurahan
Karo;Kabupaten;Berastagi;Tambak Lau Mulgap Ii;Kelurahan
Karo;Kabupaten;Dolat Rayat;Bukit;Desa
Karo;Kabupaten;Dolat Rayat;Dolat Rayat;Desa
Karo;Kabupaten;Dolat Rayat;Kubucolia;Desa
Karo;Kabupaten;Dolat Rayat;Melas;Desa
Karo;Kabupaten;Dolat Rayat;Sampun;Desa
Karo;Kabupaten;Dolat Rayat;Sugihen;Desa
Karo;Kabupaten;Dolat Rayat;Ujung Sampun;Desa
Karo;Kabupaten;Juhar;Batu Mamak;Desa
Karo;Kabupaten;Juhar;Bekilang;Desa
Karo;Kabupaten;Juhar;Buluh Pancur;Desa
Karo;Kabupaten;Juhar;Gunung Juhar;Desa
Karo;Kabupaten;Juhar;Jandi;Desa
Karo;Kabupaten;Juhar;Juhar Ginting;Desa
Karo;Kabupaten;Juhar;Juhar Ginting Sadanioga;Desa
Karo;Kabupaten;Juhar;Juhar Perangin-angin;Desa
Karo;Kabupaten;Juhar;Juhar Tarigan;Desa
Karo;Kabupaten;Juhar;Keriahen;Desa
Karo;Kabupaten;Juhar;Ketawaren;Desa
Karo;Kabupaten;Juhar;Kidupen;Desa
Karo;Kabupaten;Juhar;Kutagugung;Desa
Karo;Kabupaten;Juhar;Kutambelin;Desa
Karo;Kabupaten;Juhar;Lau Kidupen;Desa
Karo;Kabupaten;Juhar;Lau Lingga;Desa
Karo;Kabupaten;Juhar;Mbetung;Desa
Karo;Kabupaten;Juhar;Naga;Desa
Karo;Kabupaten;Juhar;Nageri;Desa
Karo;Kabupaten;Juhar;Namosuro;Desa
Karo;Kabupaten;Juhar;Pasar Baru;Desa
Karo;Kabupaten;Juhar;Pernantin;Desa
Karo;Kabupaten;Juhar;Sigenderang;Desa
Karo;Kabupaten;Juhar;Sugihen;Desa
Karo;Kabupaten;Juhar;Sukababo;Desa
Karo;Kabupaten;Kabanjahe;Kaban;Desa
Karo;Kabupaten;Kabanjahe;Kacaribu;Desa
Karo;Kabupaten;Kabanjahe;Kandibata;Desa
Karo;Kabupaten;Kabanjahe;Ketaren;Desa
Karo;Kabupaten;Kabanjahe;Lausimono;Desa
Karo;Kabupaten;Kabanjahe;Rumah Kabanjahe;Desa
Karo;Kabupaten;Kabanjahe;Samura;Desa
Karo;Kabupaten;Kabanjahe;Sumber Mufakat;Desa
Karo;Kabupaten;Kabanjahe;Gung Leto;Kelurahan
Karo;Kabupaten;Kabanjahe;Gung Negeri;Kelurahan
Karo;Kabupaten;Kabanjahe;Kampung Dalam;Kelurahan
Karo;Kabupaten;Kabanjahe;Lau Cimba;Kelurahan
Karo;Kabupaten;Kabanjahe;Padang Mas;Kelurahan
Karo;Kabupaten;Kuta Buluh;Bintang Meriah;Desa
Karo;Kabupaten;Kuta Buluh;Buah Raya;Desa
Karo;Kabupaten;Kuta Buluh;Gunung Meriah;Desa
Karo;Kabupaten;Kuta Buluh;Jinabun;Desa
Karo;Kabupaten;Kuta Buluh;Kutabuluh;Desa
Karo;Kabupaten;Kuta Buluh;Kutabuluh Gugung;Desa
Karo;Kabupaten;Kuta Buluh;Kuta Male;Desa
Karo;Kabupaten;Kuta Buluh;Lau Buluh;Desa
Karo;Kabupaten;Kuta Buluh;Liang Merdeka;Desa
Karo;Kabupaten;Kuta Buluh;Mburidi;Desa
Karo;Kabupaten;Kuta Buluh;Negeri Jahe;Desa
Karo;Kabupaten;Kuta Buluh;Pola Tebu;Desa
Karo;Kabupaten;Kuta Buluh;Rih Tengah;Desa
Karo;Kabupaten;Kuta Buluh;Siabang Abang;Desa
Karo;Kabupaten;Kuta Buluh;Tanjung Merahe;Desa
Karo;Kabupaten;Kuta Buluh;Ujung Deleng;Desa
Karo;Kabupaten;Laubaleng;Buluh Pancur;Desa
Karo;Kabupaten;Laubaleng;Batu Rongkam;Desa
Karo;Kabupaten;Laubaleng;Durin Rugun;Desa
Karo;Kabupaten;Laubaleng;Kinangkong;Desa
Karo;Kabupaten;Laubaleng;Kutambelin;Desa
Karo;Kabupaten;Laubaleng;Lau Baleng;Desa
Karo;Kabupaten;Laubaleng;Lau Peradep;Desa
Karo;Kabupaten;Laubaleng;Lau Peranggunan;Desa
Karo;Kabupaten;Laubaleng;Lingga Muda;Desa
Karo;Kabupaten;Laubaleng;Martelu;Desa
Karo;Kabupaten;Laubaleng;Mbal-mbal Petarum;Desa
Karo;Kabupaten;Laubaleng;Perbulan;Desa
Karo;Kabupaten;Laubaleng;Pintu Angin;Desa
Karo;Kabupaten;Laubaleng;Rambah Tampu;Desa
Karo;Kabupaten;Laubaleng;Tanjung Gunung;Desa
Karo;Kabupaten;Mardingding;Bandar Purba;Desa
Karo;Kabupaten;Mardingding;Bukit Makmur;Desa
Karo;Kabupaten;Mardingding;Kuta Pengkih;Desa
Karo;Kabupaten;Mardingding;Lau Garut;Desa
Karo;Kabupaten;Mardingding;Lau Kasumpat;Desa
Karo;Kabupaten;Mardingding;Lau Mulgap;Desa
Karo;Kabupaten;Mardingding;Lau Pakam;Desa
Karo;Kabupaten;Mardingding;Lau Pengulu;Desa
Karo;Kabupaten;Mardingding;Lau Solu;Desa
Karo;Kabupaten;Mardingding;Mardingding;Desa
Karo;Kabupaten;Mardingding;Rimo Bunga;Desa
Karo;Kabupaten;Mardingding;Tanjung Pamah;Desa
Karo;Kabupaten;Merdeka;Cinta Rayat;Desa
Karo;Kabupaten;Merdeka;Deram;Desa
Karo;Kabupaten;Merdeka;Gongsol;Desa
Karo;Kabupaten;Merdeka;Jaranguda;Desa
Karo;Kabupaten;Merdeka;Merdeka;Desa
Karo;Kabupaten;Merdeka;Sada Perarih;Desa
Karo;Kabupaten;Merdeka;Semangat;Desa
Karo;Kabupaten;Merdeka;Semangat Gunung;Desa
Karo;Kabupaten;Merdeka;Ujung Teran;Desa
Karo;Kabupaten;Merek;Ajinembah;Desa
Karo;Kabupaten;Merek;Bandar Tongging;Desa
Karo;Kabupaten;Merek;Dokan;Desa
Karo;Kabupaten;Merek;Garingging;Desa
Karo;Kabupaten;Merek;Kodon-kodon;Desa
Karo;Kabupaten;Merek;Merek;Desa
Karo;Kabupaten;Merek;Mulia Rakyat;Desa
Karo;Kabupaten;Merek;Nagalingga;Desa
Karo;Kabupaten;Merek;Nagara;Desa
Karo;Kabupaten;Merek;Negeri Tongging;Desa
Karo;Kabupaten;Merek;Pancur Batu;Desa
Karo;Kabupaten;Merek;Pangambaten;Desa
Karo;Kabupaten;Merek;Pertibi Lama;Desa
Karo;Kabupaten;Merek;Pertibitembe;Desa
Karo;Kabupaten;Merek;Regaji;Desa
Karo;Kabupaten;Merek;Sibolangit;Desa
Karo;Kabupaten;Merek;Situnggaling;Desa
Karo;Kabupaten;Merek;Sukamandi;Desa
Karo;Kabupaten;Merek;Tongging;Desa
Karo;Kabupaten;Munte;Bandar Meriah;Desa
Karo;Kabupaten;Munte;Barung Kersap;Desa
Karo;Kabupaten;Munte;Biak Nampe;Desa
Karo;Kabupaten;Munte;Buluh Naman;Desa
Karo;Kabupaten;Munte;Gunung Manumpak;Desa
Karo;Kabupaten;Munte;Gunung Saribu;Desa
Karo;Kabupaten;Munte;Gurubenua;Desa
Karo;Kabupaten;Munte;Kabantua;Desa
Karo;Kabupaten;Munte;Kineppen;Desa
Karo;Kabupaten;Munte;Kutagerat;Desa
Karo;Kabupaten;Munte;Kutambaru;Desa
Karo;Kabupaten;Munte;Kutasuah;Desa
Karo;Kabupaten;Munte;Munthe;Desa
Karo;Kabupaten;Munte;Nageri;Desa
Karo;Kabupaten;Munte;Parimbalang;Desa
Karo;Kabupaten;Munte;Pertumbungen;Desa
Karo;Kabupaten;Munte;Sarimunte;Desa
Karo;Kabupaten;Munte;Sarinembah;Desa
Karo;Kabupaten;Munte;Selakkar;Desa
Karo;Kabupaten;Munte;Singgamanik;Desa
Karo;Kabupaten;Munte;Sukarame;Desa
Karo;Kabupaten;Munte;Tanjung Beringin;Desa
Karo;Kabupaten;Naman Teran;Bekerah;Desa
Karo;Kabupaten;Naman Teran;Gung Pinto;Desa
Karo;Kabupaten;Naman Teran;Kebayaken;Desa
Karo;Kabupaten;Naman Teran;Kuta Gugung;Desa
Karo;Kabupaten;Naman Teran;Kuta Mbelin;Desa
Karo;Kabupaten;Naman Teran;Kuta Rayat;Desa
Karo;Kabupaten;Naman Teran;Kuta Tonggal;Desa
Karo;Kabupaten;Naman Teran;Naman;Desa
Karo;Kabupaten;Naman Teran;Ndeskati;Desa
Karo;Kabupaten;Naman Teran;Sigarang Garang;Desa
Karo;Kabupaten;Naman Teran;Simacem;Desa
Karo;Kabupaten;Naman Teran;Suka Nalu;Desa
Karo;Kabupaten;Naman Teran;Suka Ndebi;Desa
Karo;Kabupaten;Naman Teran;Sukatepu;Desa
Karo;Kabupaten;Payung;Batukarang;Desa
Karo;Kabupaten;Payung;Cimbang;Desa
Karo;Kabupaten;Payung;Gurukinayan;Desa
Karo;Kabupaten;Payung;Payung;Desa
Karo;Kabupaten;Payung;Rimokayu;Desa
Karo;Kabupaten;Payung;Selandi;Desa
Karo;Kabupaten;Payung;Suka Meriah;Desa
Karo;Kabupaten;Payung;Ujung Payung;Desa
Karo;Kabupaten;Simpang Empat;Beganding;Desa
Karo;Kabupaten;Simpang Empat;Berastepu;Desa
Karo;Kabupaten;Simpang Empat;Bulan Baru;Desa
Karo;Kabupaten;Simpang Empat;Gajah;Desa
Karo;Kabupaten;Simpang Empat;Gamber;Desa
Karo;Kabupaten;Simpang Empat;Jeraya;Desa
Karo;Kabupaten;Simpang Empat;Kuta Tengah;Desa
Karo;Kabupaten;Simpang Empat;Lingga;Desa
Karo;Kabupaten;Simpang Empat;Lingga Julu;Desa
Karo;Kabupaten;Simpang Empat;Nang Belawan;Desa
Karo;Kabupaten;Simpang Empat;Ndokum Siroga;Desa
Karo;Kabupaten;Simpang Empat;Perteguhen;Desa
Karo;Kabupaten;Simpang Empat;Pintu Besi;Desa
Karo;Kabupaten;Simpang Empat;Serumbia;Desa
Karo;Kabupaten;Simpang Empat;Surbakti;Desa
Karo;Kabupaten;Simpang Empat;Tiga Pancur;Desa
Karo;Kabupaten;Simpang Empat;Torong;Desa
Karo;Kabupaten;Tigabinanga;Batumamak;Desa
Karo;Kabupaten;Tigabinanga;Bunga Baru;Desa
Karo;Kabupaten;Tigabinanga;Gunung;Desa
Karo;Kabupaten;Tigabinanga;Kem-kem;Desa
Karo;Kabupaten;Tigabinanga;Kuala;Desa
Karo;Kabupaten;Tigabinanga;Kuta Bangun;Desa
Karo;Kabupaten;Tigabinanga;Kuta Buara;Desa
Karo;Kabupaten;Tigabinanga;Kuta Galoh;Desa
Karo;Kabupaten;Tigabinanga;Kuta Gerat;Desa
Karo;Kabupaten;Tigabinanga;Kuta Julu;Desa
Karo;Kabupaten;Tigabinanga;Kuta Raya;Desa
Karo;Kabupaten;Tigabinanga;Kutambaru Punti Batu Mama;Desa
Karo;Kabupaten;Tigabinanga;Lau Kapur;Desa
Karo;Kabupaten;Tigabinanga;Limang;Desa
Karo;Kabupaten;Tigabinanga;Perbesi;Desa
Karo;Kabupaten;Tigabinanga;Pergendangen;Desa
Karo;Kabupaten;Tigabinanga;Pertumbuken;Desa
Karo;Kabupaten;Tigabinanga;Simolap;Desa
Karo;Kabupaten;Tigabinanga;Simpang Pergendangen Perlambe;Desa
Karo;Kabupaten;Tigabinanga;Tigabinanga;Kelurahan
Karo;Kabupaten;Tiganderket;Gunung Merlawan;Desa
Karo;Kabupaten;Tiganderket;Jandi Meriah;Desa
Karo;Kabupaten;Tiganderket;Kuta Kepar;Desa
Karo;Kabupaten;Tiganderket;Kutagaluh;Desa
Karo;Kabupaten;Tiganderket;Kutambaru;Desa
Karo;Kabupaten;Tiganderket;Mardingding;Desa
Karo;Kabupaten;Tiganderket;Nari Gunung Dua;Desa
Karo;Kabupaten;Tiganderket;Nari Gunung Satu;Desa
Karo;Kabupaten;Tiganderket;Penampen;Desa
Karo;Kabupaten;Tiganderket;Perbaji;Desa
Karo;Kabupaten;Tiganderket;Suka Tendel;Desa
Karo;Kabupaten;Tiganderket;Susuk;Desa
Karo;Kabupaten;Tiganderket;Tanjung Mbelang;Desa
Karo;Kabupaten;Tiganderket;Tanjung Merawa;Desa
Karo;Kabupaten;Tiganderket;Tanjung Pulo;Desa
Karo;Kabupaten;Tiganderket;Temburun;Desa
Karo;Kabupaten;Tiganderket;Tiganderket;Desa
Karo;Kabupaten;Tigapanah;Ajibuhara;Desa
Karo;Kabupaten;Tigapanah;Ajijahe;Desa
Karo;Kabupaten;Tigapanah;Ajijulu;Desa
Karo;Kabupaten;Tigapanah;Ajimbelang;Desa
Karo;Kabupaten;Tigapanah;Bertah;Desa
Karo;Kabupaten;Tigapanah;Bekerah;Desa
Karo;Kabupaten;Tigapanah;Bunuraya;Desa
Karo;Kabupaten;Tigapanah;Kacinambun;Desa
Karo;Kabupaten;Tigapanah;Kubusimbelang;Desa
Karo;Kabupaten;Tigapanah;Kutabale;Desa
Karo;Kabupaten;Tigapanah;Kutakepar;Desa
Karo;Kabupaten;Tigapanah;Kutambelin;Desa
Karo;Kabupaten;Tigapanah;Kutajulu;Desa
Karo;Kabupaten;Tigapanah;Lambar;Desa
Karo;Kabupaten;Tigapanah;Lauriman;Desa
Karo;Kabupaten;Tigapanah;Lepar Samura;Desa
Karo;Kabupaten;Tigapanah;Manuk Mulia;Desa
Karo;Kabupaten;Tigapanah;Mulawari;Desa
Karo;Kabupaten;Tigapanah;Salit;Desa
Karo;Kabupaten;Tigapanah;Seberaya;Desa
Karo;Kabupaten;Tigapanah;Simacem;Desa
Karo;Kabupaten;Tigapanah;Singa;Desa
